numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4
7168,20231201000000,100060.0,60.0,1.0,20.0,1.3,276.85,275.85,93.0,13070.0,58.0,,,100.0,8.0,450.0,,,,98620.0,,,-230.0,,,,,277.75,,,2.5,2.6,-10.0,2.0,0.0,,,0.2,0.2,0.2,0.2,0.2,,,,,6.0,,570.0,6.0,,750.0,7.0,,1020.0,,,
7181,20231201000000,100130.0,20.0,3.0,10.0,1.8,273.75,273.05,95.0,940.0,68.0,,,100.0,8.0,150.0,,,,95880.0,,,-290.0,,,,,273.15,,,2.4,2.4,-10.0,,,,,0.8,0.8,0.8,0.8,0.8,,,,,2.0,,120.0,5.0,,390.0,8.0,,660.0,,8.0,
7190,20231201000000,100140.0,20.0,0.0,,,275.35,274.15,92.0,9080.0,,,,100.0,8.0,450.0,,,,98290.0,,,-350.0,,,,,275.05,,,,,-10.0,,,,,0.0,-0.1,-0.1,-0.1,-0.1,,,,,8.0,,510.0,,,,,,,,,
7207,20231201000000,99870.0,110.0,1.0,40.0,3.5,282.25,277.85,74.0,15000.0,2.0,2.0,,90.0,7.0,800.0,38.0,27.0,,99350.0,,,-40.0,,,,,,,,5.5,7.5,-10.0,0.0,,,,-0.1,0.2,0.2,0.6,1.8,,,,,4.0,6.0,800.0,3.0,3.0,2500.0,,,,,,
7222,20231201000000,99990.0,110.0,3.0,50.0,1.3,277.55,277.45,99.0,260.0,44.0,,,90.0,7.0,30.0,,,,99670.0,,,60.0,,,,,277.15,,,2.3,3.9,-10.0,1.0,0.0,,,0.0,0.0,0.0,1.0,1.0,,,,,1.0,,30.0,7.0,,1230.0,7.0,,1740.0,,,
7240,20231201000000,100120.0,150.0,3.0,20.0,1.6,278.15,277.85,98.0,5200.0,0.0,,,100.0,8.0,80.0,,,,98760.0,,,80.0,,,,,279.85,,,3.2,3.2,-10.0,1.0,0.0,,,0.0,0.0,0.0,0.4,0.4,,,,,8.0,,90.0,,,,,,,,,
7255,20231201000000,100090.0,120.0,3.0,270.0,1.0,278.95,278.35,96.0,13650.0,0.0,,,,,,,,,98090.0,,,-80.0,,,,,279.05,,,1.6,2.3,-10.0,,0.0,,,0.0,0.0,-0.1,0.4,2.4,,,,,,,,,,,,,,,,
7280,20231201000000,100000.0,10.0,1.0,0.0,0.0,277.25,277.15,99.0,2380.0,61.0,,,100.0,8.0,80.0,,,,97340.0,,,-350.0,,,,,278.55,,,0.8,1.9,-10.0,2.0,0.0,,,0.6,1.2,1.2,3.2,4.6,,,,,8.0,,60.0,,8.0,,,,,,,
7299,20231201000000,100070.0,-40.0,7.0,310.0,1.0,275.35,275.05,98.0,4840.0,63.0,,,100.0,8.0,150.0,,,,96760.0,,,-410.0,,,,,277.25,,,1.8,2.0,-10.0,2.0,0.0,,,0.8,2.2,3.6,6.8,12.8,,,,,8.0,,120.0,,8.0,,,,,,,
7314,20231201000000,100010.0,90.0,1.0,290.0,3.7,282.85,278.85,76.0,12000.0,61.0,6.0,2.0,100.0,8.0,800.0,37.0,,,99730.0,,,190.0,,,,,,,,7.2,12.1,-10.0,2.0,,,,0.2,0.4,0.8,0.8,1.4,,,,,8.0,7.0,800.0,,,,,,,,,
7335,20231201000000,100060.0,100.0,1.0,180.0,1.9,279.55,279.55,100.0,190.0,45.0,,,101.0,9.0,30.0,,,,98610.0,,,110.0,,,,,279.95,,,3.0,3.4,-10.0,2.0,0.0,,,0.0,0.0,0.0,1.2,4.2,,,,,0.0,0.0,,,,,,,,,,
7434,20231201000000,100130.0,90.0,3.0,250.0,1.5,279.15,278.75,97.0,17760.0,0.0,,,100.0,4.0,800.0,,,,95350.0,,,190.0,,,,,280.25,,,2.4,4.2,-10.0,2.0,0.0,,,0.0,0.2,2.1,6.5,9.9,,,,,2.0,,600.0,4.0,,810.0,8.0,,2460.0,,,
7460,20231201000000,100020.0,80.0,3.0,80.0,3.0,280.95,280.35,96.0,22000.0,60.0,,,100.0,8.0,250.0,,,,96110.0,,,-70.0,,,,,280.95,,,4.8,5.1,-10.0,2.0,0.0,,,0.2,0.2,1.8,2.8,5.9,,,,,1.0,,210.0,3.0,,750.0,7.0,,930.0,,,
7471,20231201000000,,10.0,3.0,250.0,1.5,279.95,279.65,98.0,7180.0,61.0,,,100.0,7.0,150.0,,,,90380.0,92500.0,642.0,-120.0,,,,,279.45,,,2.7,2.7,-10.0,2.0,0.0,,,0.8,1.6,3.0,3.6,8.0,,,,,2.0,,180.0,6.0,,300.0,7.0,,480.0,,,
7481,20231201000000,99910.0,10.0,2.0,150.0,2.8,282.45,282.35,99.0,5500.0,61.0,6.0,6.0,100.0,8.0,800.0,35.0,,,97070.0,,,-450.0,,,,,,,,4.7,5.9,-10.0,2.0,0.0,0.0,-60.0,1.2,2.6,4.4,,,,,,,4.0,7.0,600.0,8.0,6.0,1200.0,,,,,,
7510,20231201000000,100070.0,20.0,0.0,200.0,3.3,282.35,281.75,96.0,43570.0,0.0,,,100.0,7.0,1250.0,,,,99490.0,,,370.0,,,,,281.75,,,4.9,5.1,-10.0,2.0,0.0,,,-0.1,-0.1,1.4,8.0,17.3,,,,,6.0,,1080.0,7.0,,1350.0,7.0,,1560.0,,,
7535,20231201000000,100130.0,50.0,3.0,340.0,1.0,281.15,281.15,100.0,420.0,45.0,,,101.0,9.0,30.0,,,,97030.0,,,190.0,,,,,281.85,,,2.0,2.6,-10.0,2.0,0.0,,,0.4,1.0,5.7,14.5,21.0,,,,,0.0,0.0,,,,,,,,,,
7558,20231201000000,99850.0,0.0,5.0,350.0,2.5,280.95,280.95,100.0,160.0,45.0,,,,,,,,,91660.0,,,-310.0,,,,,280.75,,,3.3,3.3,-10.0,,0.0,,,0.0,0.6,1.6,1.6,7.4,,,,,,,,,,,,,,,,
7577,20231201000000,99830.0,-40.0,8.0,270.0,1.0,282.65,282.35,98.0,2010.0,10.0,,,,,,,,,98950.0,,,-630.0,,,,,281.65,,,1.4,1.7,-10.0,,0.0,,,0.0,0.0,0.0,1.0,6.0,,,,,,,,,,,,,,,,
7591,20231201000000,,60.0,8.0,30.0,2.5,276.35,275.65,95.0,,,,,,,,,,,90050.0,,,-520.0,,272.95,,276.65,,,,,,,,0.0,,,2.2,7.8,14.2,16.6,55.2,,,,,,,,,,,,,,,,
7607,20231201000000,100120.0,40.0,3.0,0.0,0.0,282.15,281.85,98.0,20000.0,0.0,,,100.0,8.0,150.0,,,,99410.0,,,250.0,,,,,283.05,,,0.9,2.0,-10.0,,0.0,,,-0.1,1.4,5.2,21.3,39.5,,,,,1.0,,150.0,8.0,,1110.0,,,,,,
7621,20231201000000,100170.0,50.0,1.0,110.0,1.4,281.15,280.75,97.0,17410.0,61.0,,,100.0,7.0,150.0,,,,95870.0,,,220.0,,,,,282.05,,,2.9,2.9,-10.0,2.0,0.0,,,0.8,2.2,5.2,7.4,7.6,,,,,2.0,,180.0,7.0,,1470.0,8.0,,1800.0,,8.0,
7627,20231201000000,100170.0,140.0,3.0,300.0,6.3,281.45,281.15,98.0,5400.0,61.0,,,100.0,8.0,150.0,,,,95300.0,,,110.0,,,,,283.55,,,10.2,10.2,-10.0,2.0,0.0,,,-0.1,0.6,3.0,3.8,4.4,,,,,8.0,,150.0,,,,,,,,,
7630,20231201000000,100120.0,110.0,3.0,320.0,6.4,282.85,282.35,97.0,3920.0,61.0,,,100.0,8.0,150.0,,,,98330.0,,,30.0,,,,,282.95,,,9.1,9.1,-10.0,2.0,0.0,,,0.8,1.6,3.6,3.8,3.8,,,,,6.0,,120.0,7.0,,330.0,8.0,,510.0,,,
7643,20231201000000,99840.0,-90.0,5.0,330.0,2.7,283.85,283.05,95.0,11930.0,0.0,,,100.0,8.0,150.0,,,,99740.0,,,-560.0,,,,,283.45,,,3.7,5.2,-10.0,,0.0,,,0.0,0.0,0.0,0.0,-0.1,,,,,8.0,,150.0,,,,,,,,,
7650,20231201000000,99800.0,-90.0,6.0,150.0,5.4,289.55,287.35,87.0,10390.0,0.0,,,100.0,8.0,450.0,,,,99430.0,,,-550.0,,,,,282.85,,,7.7,9.3,-10.0,1.0,0.0,,,0.0,0.0,0.0,-0.1,-0.1,,,,,7.0,,450.0,8.0,,690.0,,,,,,
7661,20231201000000,,,,120.0,2.2,,,,,,2.0,,,,,,,,,,,,,,,,,,,3.7,5.9,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,
7690,20231201000000,100080.0,-80.0,8.0,330.0,4.0,284.95,283.35,90.0,15000.0,2.0,2.0,2.0,100.0,5.0,800.0,35.0,23.0,,99770.0,,,-590.0,,,,,283.55,,,5.6,6.7,-10.0,2.0,0.0,,,-0.1,0.4,1.0,1.0,5.2,,,,,5.0,6.0,700.0,7.0,3.0,3000.0,,,,,,
7747,20231201000000,99920.0,30.0,1.0,230.0,2.6,282.95,280.85,87.0,15670.0,0.0,,,,1.0,800.0,,,,99390.0,,,-450.0,,,,,282.05,,,3.9,3.9,-10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,930.0,3.0,,2400.0,,,,,,
7761,20231201000000,100560.0,10.0,0.0,180.0,4.9,291.85,288.95,83.0,13840.0,0.0,,,100.0,8.0,800.0,,,,100450.0,,,-340.0,,,,,288.55,,,8.0,8.0,-10.0,,0.0,,,0.0,0.0,0.0,-0.1,3.6,,,,,8.0,,630.0,,,,,,,,,
7790,20231201000000,100210.0,-100.0,8.0,220.0,2.1,284.05,282.35,89.0,20130.0,0.0,,,,0.0,,,,,100070.0,,,-590.0,,,,,282.15,,,3.3,3.8,-10.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
61968,20231201000000,101070.0,130.0,6.0,,,299.05,297.05,89.0,,,,,,,,,,,101020.0,,,90.0,,298.65,,305.15,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
61970,20231201000000,101100.0,160.0,6.0,140.0,4.2,301.65,296.35,73.0,,,,,,,,,,,100990.0,,,180.0,,301.15,,306.45,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
61972,20231201000000,101370.0,110.0,6.0,170.0,9.4,298.25,294.15,78.0,,,,,,,,,,,101300.0,,,370.0,,297.45,,305.05,,,,,,,,,,,0.0,0.0,0.0,4.4,6.2,,,,,,,,,,,,,,,,
61976,20231201000000,101190.0,90.0,6.0,80.0,4.9,300.35,297.05,82.0,,,,,,,,,,,101100.0,,,30.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
61980,20231201000000,101330.0,-80.0,5.0,150.0,3.0,297.35,294.85,86.0,18600.0,0.0,,,100.0,4.0,800.0,,,,101180.0,,,50.0,,,,,,,,4.9,5.3,-10.0,,,,,0.0,0.0,0.0,0.0,4.4,,,,,2.0,,630.0,4.0,,1230.0,6.0,,2040.0,,8.0,
61996,20231201000000,100980.0,20.0,3.0,270.0,7.9,284.85,283.55,92.0,,,,,,,,,,,100630.0,,,990.0,,284.85,,291.25,,,,,,,,,,,0.8,1.4,1.4,1.4,1.4,,,,,,,,,,,,,,,,
61997,20231201000000,102290.0,20.0,2.0,190.0,5.3,274.95,270.95,75.0,,,,,,,,,,,100460.0,,,700.0,,274.85,,278.35,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
61998,20231201000000,100630.0,180.0,3.0,220.0,15.4,274.95,270.95,75.0,,,,,,,,,,,100260.0,,,1980.0,,,,,,,,,22.6,-10.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,
67005,20231201000000,101100.0,-90.0,6.0,190.0,0.6,299.55,297.35,88.0,20000.0,0.0,,,,0.0,,,,,101020.0,,,90.0,,,,,,,,0.8,2.9,-10.0,,,,,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,
71805,20231201000000,102440.0,150.0,1.0,230.0,5.7,272.95,267.95,69.0,19970.0,0.0,,,90.0,7.0,1250.0,,,,102350.0,,,1810.0,,,,,275.45,,,7.9,8.8,-10.0,,,,,0.0,0.0,0.0,0.6,2.2,,,,,7.0,,1050.0,,,,,,,,,
78894,20231201000000,101580.0,90.0,2.0,80.0,4.0,300.15,294.85,73.0,,,,,,,,,,,101070.0,,,90.0,,297.05,,303.75,,,,,,,,,,,0.0,0.0,0.0,0.2,0.4,,,,,,,,,,,,,,,,
78897,20231201000000,101560.0,130.0,3.0,60.0,2.3,298.75,295.05,80.0,49030.0,,,,,,,,,,101470.0,,,110.0,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,0.2,0.2,,,,,,,,,,,,,,,,
78922,20231201000000,101510.0,90.0,3.0,100.0,7.3,300.35,295.95,77.0,,,,,,,,,,,101070.0,,,80.0,,297.55,,301.85,,,,,,,,,,,0.0,0.0,0.2,4.6,5.2,,,,,,,,,,,,,,,,
78925,20231201000000,101480.0,120.0,2.0,100.0,4.6,299.85,295.45,77.0,60000.0,0.0,,,,1.0,800.0,,,,101390.0,,,70.0,303.45,,303.45,,,,,7.2,7.2,-10.0,,,,,0.0,0.0,0.0,1.6,10.9,,,,,1.0,,990.0,,,,,,,,,
81401,20231201000000,101180.0,140.0,3.0,0.0,0.0,297.55,297.25,98.0,,,,,,,,,,,101120.0,,,40.0,,296.15,,306.35,,,,,,,,,,,0.0,0.0,0.8,14.0,15.0,,,,,,,,,,,,,,,,
81405,20231201000000,101180.0,120.0,3.0,90.0,2.8,300.75,296.95,80.0,37880.0,0.0,,,100.0,2.0,800.0,,,,101090.0,,,0.0,305.25,,305.25,,301.05,,,3.8,4.4,-10.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,690.0,8.0,,6120.0,,,,,,
81408,20231201000000,101150.0,160.0,1.0,280.0,0.6,298.65,297.45,93.0,,,,,,,,,,,101070.0,,,10.0,,295.55,,305.65,,,,,,,,,,,0.0,0.0,0.4,6.7,6.9,,,,,,,,,,,,,,,,
81415,20231201000000,101220.0,280.0,1.0,50.0,1.1,298.35,296.45,89.0,,,,,,,,,,,100000.0,,,30.0,,295.65,,307.95,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
89642,20231201000000,97760.0,-280.0,6.0,130.0,19.0,268.95,266.05,78.0,,,,,,,,,,,97230.0,,,,267.35,,271.15,,,,,30.4,36.5,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,
7005,20231201030000,100410.0,60.0,3.0,30.0,1.6,272.75,272.45,98.0,130.0,49.0,,,,,,,,,99510.0,,,340.0,,,,,276.55,,,2.9,3.9,-10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.1,,,,,,,,,,,,,,,,
7015,20231201030000,100440.0,50.0,3.0,60.0,2.3,272.45,271.85,96.0,4150.0,10.0,,,100.0,8.0,150.0,,,,99850.0,,,320.0,,,,,277.25,,,3.3,4.9,-10.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,8.0,,120.0,,,,,,,,,
7020,20231201030000,100300.0,90.0,3.0,100.0,5.8,279.25,277.45,88.0,,,,,,,,,,,100190.0,,,530.0,,,,,,,,9.9,11.3,-10.0,,,,,2.0,2.8,3.0,6.2,9.6,,,,,,,,,,,,,,,,
7027,20231201030000,100320.0,50.0,3.0,90.0,1.6,276.75,275.75,93.0,8220.0,0.0,,,100.0,8.0,1250.0,,,,99500.0,,,390.0,,,,,279.15,,,2.3,3.2,-10.0,1.0,0.0,,,0.0,0.0,0.2,1.0,1.0,,,,,8.0,,1170.0,,,,,,,,,
7037,20231201030000,100310.0,40.0,2.0,30.0,3.8,275.55,274.35,92.0,4710.0,10.0,,,100.0,8.0,1250.0,,,,98390.0,,,290.0,,,,,277.75,,,5.8,6.8,-10.0,,0.0,,,0.0,-0.1,1.2,1.2,1.2,,,,,8.0,,1350.0,,,,,,,,,
7072,20231201030000,100240.0,80.0,2.0,20.0,0.6,275.65,275.05,96.0,6160.0,0.0,,,100.0,8.0,450.0,,,,99070.0,,,110.0,,,,,275.15,,,1.4,2.6,-10.0,0.0,,,,0.0,0.0,0.0,-0.1,-0.1,,,,,8.0,,390.0,,,,,,,,,
7110,20231201030000,100070.0,80.0,3.0,70.0,4.6,276.85,275.85,93.0,8430.0,0.0,,,,1.0,1250.0,,,,98870.0,,,420.0,,,,,275.35,,,7.5,8.1,-10.0,,0.0,,,0.0,0.0,0.0,0.2,4.8,,,,,1.0,,1380.0,,,,,,,,,
7117,20231201030000,100090.0,60.0,3.0,70.0,7.2,280.85,277.65,80.0,,,,,,,,,,,99390.0,,,420.0,,,,,,,,11.9,13.0,-10.0,,,,,0.0,0.0,0.0,0.0,5.2,,,,,,,,,,,,,,,,
7130,20231201030000,100130.0,50.0,3.0,80.0,4.6,278.65,277.15,90.0,10750.0,0.0,,,100.0,8.0,800.0,,,,99680.0,,,320.0,,,,,281.05,,,6.5,7.0,-10.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.8,,,,,8.0,,630.0,,,,,,,,,
7139,20231201030000,100240.0,50.0,3.0,40.0,2.6,277.05,275.55,90.0,13610.0,0.0,,,100.0,8.0,450.0,,,,98470.0,,,280.0,,,,,279.95,,,4.1,5.3,-10.0,1.0,0.0,,,0.0,0.0,0.0,0.8,1.4,,,,,6.0,,330.0,8.0,,480.0,,,,,,
7149,20231201030000,100220.0,40.0,3.0,30.0,3.6,277.45,275.95,90.0,6480.0,2.0,2.0,2.0,100.0,7.0,450.0,35.0,,,99120.0,,,190.0,,,,,,,,5.6,6.3,-10.0,1.0,0.0,0.0,-30.0,-0.1,-0.1,0.2,0.2,0.2,,,,,7.0,6.0,300.0,,,,,,,,,
7168,20231201030000,100160.0,90.0,2.0,350.0,2.5,276.05,275.35,95.0,6320.0,0.0,,,100.0,8.0,250.0,,,,98710.0,,,40.0,,,,,277.75,,,3.6,3.6,-10.0,1.0,0.0,,,0.0,0.6,0.8,0.8,0.8,,,,,8.0,,270.0,,,,,,,,,
7181,20231201030000,100180.0,50.0,1.0,40.0,1.6,273.95,273.55,97.0,1050.0,10.0,,,100.0,8.0,80.0,,,,95930.0,,,-30.0,,,,,273.15,,,2.3,2.3,-10.0,,,,,-0.1,0.2,1.0,1.0,1.0,,,,,8.0,,90.0,,,,,,,,,
7190,20231201030000,100190.0,50.0,0.0,10.0,3.0,274.85,274.25,96.0,3660.0,60.0,,,100.0,8.0,150.0,,,,98340.0,,,-150.0,,,,,274.75,,,4.2,5.0,-10.0,2.0,0.0,,,0.4,0.4,0.4,0.4,0.4,,,,,7.0,,150.0,8.0,,330.0,,,,,,
7207,20231201030000,99880.0,10.0,3.0,80.0,5.9,281.35,278.65,83.0,8000.0,63.0,6.0,2.0,90.0,7.0,800.0,37.0,,,99360.0,,,150.0,,,,,,,,9.8,11.8,-10.0,2.0,,,,1.6,4.0,4.2,4.6,5.8,,,,,7.0,6.0,800.0,,,,,,,,,
7222,20231201030000,100010.0,20.0,3.0,60.0,5.3,276.75,276.75,100.0,300.0,45.0,,,101.0,9.0,30.0,,,,99690.0,,,270.0,,,,,277.15,,,7.7,7.7,-10.0,1.0,0.0,,,0.0,0.0,0.0,0.6,1.0,,,,,0.0,0.0,,,,,,,,,,
7240,20231201030000,100150.0,30.0,3.0,30.0,2.3,277.95,277.25,95.0,10200.0,0.0,,,100.0,8.0,150.0,,,,98790.0,,,310.0,,,,,279.35,,,4.5,5.1,-10.0,,0.0,,,0.0,0.0,0.0,0.4,0.4,,,,,8.0,,150.0,,,,,,,,,
7255,20231201030000,100120.0,20.0,2.0,300.0,1.3,277.85,277.45,97.0,6610.0,0.0,,,,,,,,,98110.0,,,210.0,,,,,278.45,,,2.0,2.5,-10.0,,0.0,,,0.0,0.0,0.0,0.4,2.2,,,,,,,,,,,,,,,,
7280,20231201030000,100060.0,60.0,1.0,160.0,1.2,277.35,277.25,99.0,4890.0,10.0,,,100.0,8.0,150.0,,,,97400.0,,,-40.0,,,,,278.55,,,2.0,2.0,-10.0,2.0,0.0,,,-0.1,0.4,1.6,2.0,5.0,,,,,8.0,,120.0,,8.0,,,,,,,
7299,20231201030000,100140.0,70.0,2.0,270.0,1.2,275.55,275.45,99.0,5830.0,61.0,,,100.0,8.0,150.0,,,,96830.0,,,-210.0,,,,,277.25,,,1.9,3.7,-10.0,2.0,0.0,,,1.0,3.5,5.7,8.3,16.3,,,,,7.0,,120.0,8.0,,390.0,,8.0,,,,
7314,20231201030000,99950.0,-60.0,6.0,120.0,3.3,281.45,278.75,83.0,,,2.0,,,,,,,,99670.0,,,300.0,,,,,,,,4.6,4.7,-10.0,,,,,-0.1,-0.1,0.4,0.8,1.4,,,,,,,,,,,,,,,,
7335,20231201030000,100090.0,30.0,3.0,40.0,1.0,279.45,279.45,100.0,760.0,45.0,,,101.0,9.0,30.0,,,,98640.0,,,300.0,,,,,279.95,,,2.6,2.6,-10.0,2.0,0.0,,,0.0,0.0,0.0,0.0,1.4,,,,,0.0,0.0,,,,,,,,,,
7434,20231201030000,100090.0,-40.0,5.0,30.0,0.5,279.05,278.95,99.0,250.0,44.0,,,100.0,8.0,30.0,,,,95310.0,,,400.0,,,,,279.95,,,1.1,1.7,-10.0,,0.0,,,0.0,0.0,0.2,4.7,8.5,,,,,6.0,,30.0,8.0,,390.0,,,,,,
7460,20231201030000,100050.0,10.0,0.0,70.0,1.7,279.65,279.25,97.0,24140.0,60.0,,,100.0,5.0,80.0,,,,96120.0,,,260.0,,,,,280.35,,,2.3,2.9,-10.0,2.0,0.0,,,0.4,1.2,1.4,4.0,4.8,,,,,1.0,,90.0,4.0,,1230.0,5.0,,1470.0,,,
7471,20231201030000,,10.0,1.0,300.0,0.7,278.65,277.95,95.0,20000.0,0.0,,,100.0,5.0,450.0,,,,90390.0,92500.0,644.0,100.0,,,,,278.65,,,2.3,2.3,-10.0,2.0,0.0,,,0.2,0.8,2.4,4.4,8.2,,,,,5.0,,480.0,6.0,,1860.0,7.0,,2160.0,,,
7481,20231201030000,100050.0,120.0,1.0,10.0,3.9,280.85,280.55,98.0,2270.0,63.0,6.0,6.0,100.0,8.0,150.0,35.0,,,97190.0,,,-30.0,,,,,,,,5.5,9.3,-10.0,2.0,0.0,0.0,-30.0,3.1,8.9,11.5,14.5,,,,,,3.0,7.0,100.0,5.0,7.0,160.0,7.0,6.0,300.0,,,
7510,20231201030000,100040.0,-30.0,6.0,300.0,1.1,282.05,281.55,97.0,12770.0,0.0,,,100.0,8.0,150.0,,,,99460.0,,,440.0,,,,,281.35,,,1.7,3.3,-10.0,2.0,0.0,,,-0.1,-0.1,-0.1,4.4,16.3,,,,,1.0,,120.0,7.0,,1920.0,8.0,,2640.0,,,
7535,20231201030000,100100.0,-40.0,6.0,40.0,0.8,280.15,279.85,98.0,20000.0,60.0,,,,3.0,1250.0,,,,96990.0,,,310.0,,,,,281.55,,,1.3,1.8,-10.0,2.0,0.0,,,0.2,1.2,2.2,13.7,21.6,,,,,3.0,,1200.0,,,,,,,,,
7558,20231201030000,99900.0,30.0,0.0,360.0,2.7,280.45,280.45,100.0,20000.0,0.0,,,,,,,,,91690.0,,,-120.0,,,,,279.95,,,4.0,4.2,-10.0,,0.0,,,-0.1,0.2,0.8,1.8,7.4,,,,,,,,,,,,,,,,
7577,20231201030000,99840.0,10.0,2.0,20.0,2.5,283.45,283.25,99.0,1420.0,10.0,,,,,,,,,98960.0,,,-390.0,,,,,281.95,,,4.1,4.6,-10.0,2.0,0.0,,,1.8,2.4,2.4,2.6,7.8,,,,,,,,,,,,,,,,
