numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,Unnamed: 59
7005,20230301000000,103060,10,1,50,3.200000,272.250000,267.850000,72,20000,0,,,,,,,,,102140,,,30,,,,,270.150000,,,4.400000,5.400000,-10,,0.000000,,,0.000000,0.000000,0.000000,-0.100000,-0.100000,,,,,,,,,,,,,,,,,
7015,20230301000000,103090,20,2,20,4.400000,273.450000,267.450000,64,22750,0,,,,0,,,,,102490,,,50,,,,,272.750000,,,5.700000,6.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
7020,20230301000000,103000,90,2,90,8.600000,277.850000,272.450000,68,12000,2,2,,90,7,800,35,,,102890,,,-10,,,,,,,,12.900000,14.900000,-10,,,,,0.000000,0.000000,2.200000,2.400000,3.600000,,,,,6,6,700,,,,,,,,,,
7027,20230301000000,103010,70,1,50,3.600000,273.650000,269.150000,72,25170,0,,,,0,,,,,102150,,,10,,,,,275.550000,,,6.600000,7.300000,-10,5,0.000000,,,0.000000,0.000000,0.000000,4.400000,4.400000,,,,,,,,,,,,,,,,,
7037,20230301000000,103000,30,1,20,4.100000,271.350000,266.050000,67,26280,0,,,,0,,,,,100990,,,40,,,,,274.750000,,,5.800000,6.900000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7072,20230301000000,102810,20,1,20,5.300000,272.550000,266.950000,66,20000,0,,,,0,,,,,101600,,,60,,,,,271.250000,,,7.700000,7.700000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7110,20230301000000,102860,-70,5,60,6.000000,276.750000,275.550000,92,14740,60,,,90,6,800,,,,101630,,,-190,,,,,273.250000,,,10.200000,11.400000,-10,2,0.000000,,,2.000000,6.900000,6.900000,7.500000,7.500000,,,,,3,,720,5,,960,6,,1230,,8,,
7117,20230301000000,102850,30,3,70,9.000000,278.050000,273.950000,75,,,,,,,,,,,102120,,,-150,,,,,,,,15.700000,17.200000,-10,,,,,0.000000,3.900000,4.500000,4.900000,5.100000,,,,,,,,,,,,,,,,,
7130,20230301000000,102800,90,1,50,4.200000,273.850000,272.050000,88,7480,0,,,,0,,,,,102330,,,-80,,,,,275.450000,,,6.900000,8.000000,-10,5,0.000000,,,0.000000,0.000000,4.200000,4.400000,4.400000,,,,,,,,,,,,,,,,,
7139,20230301000000,102900,40,3,50,1.600000,270.850000,267.350000,77,20000,0,,,,4,1250,,,,101040,,,40,,,,,275.250000,,,2.900000,3.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,4,,1470,,,,,,,,,,
7149,20230301000000,102780,0,0,30,4.800000,274.150000,266.350000,56,26200,0,,,,0,,,,,101640,,,30,,,,,,,,6.600000,8.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7168,20230301000000,102700,0,0,310,3.500000,270.050000,267.050000,80,19890,0,,,,0,,,,,101180,,,100,,,,,268.650000,,,5.200000,5.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7181,20230301000000,102660,-10,4,50,2.800000,272.050000,266.850000,68,22170,,,,,0,,,,,98270,,,100,,,,,262.750000,,,5.300000,6.500000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7190,20230301000000,102640,-30,7,20,3.400000,272.350000,268.150000,73,17160,0,,,,4,6540,,,,100720,,,70,,,,,269.350000,,,4.800000,5.600000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,3,,6540,4,,7440,,,,,,,
7207,20230301000000,102660,-10,5,50,8.200000,276.550000,274.950000,89,,,,,,,,,,,102120,,,-180,,,,,,,,13.400000,13.400000,-10,,,,,0.000000,0.200000,0.400000,0.400000,0.400000,,,,,,,,,,,,,,,,,
7222,20230301000000,102650,40,3,50,2.900000,274.550000,272.350000,85,13100,0,,,,5,1750,,,,102320,,,-50,,,,,274.750000,,,4.700000,6.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,,1800,,,,,,,,,,
7240,20230301000000,102630,0,5,60,4.400000,275.150000,268.650000,62,38890,0,,,100,8,1250,,,,101220,,,50,,,,,275.250000,,,6.900000,8.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1200,,,,,,,,,,
7255,20230301000000,102580,20,0,40,3.300000,273.350000,267.950000,67,20000,0,,,,,,,,,100480,,,170,,,,,271.750000,,,5.600000,6.000000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7280,20230301000000,102440,-30,7,360,4.300000,271.950000,267.950000,74,14440,0,,,,1,4080,,,,99660,,,170,,,,,274.150000,,,7.600000,7.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,4080,,,,,,,,,,
7299,20230301000000,102550,-30,8,320,1.200000,270.650000,268.650000,86,9100,0,,,75,6,1250,,,,99100,,,180,,,,,271.550000,,,1.900000,3.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,6,,1110,,,,,,,,,,
7314,20230301000000,102510,-30,7,40,6.100000,277.350000,268.350000,52,12000,3,2,,100,8,800,38,,,102220,,,30,,,,,,,,8.800000,9.300000,-10,1,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,3,8,600,5,6,1000,,,,,,,
7335,20230301000000,102560,0,4,30,2.800000,274.350000,268.050000,63,37690,0,,,100,8,1250,,,,101040,,,80,,,,,276.350000,,,4.400000,4.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1380,,,,,,,,,,
7434,20230301000000,102440,-10,5,50,5.500000,271.950000,267.750000,73,20510,0,,,100,8,1250,,,,97420,,,170,,,,,273.750000,,,8.500000,10.000000,-10,4,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1380,,,,,,,,,,
7460,20230301000000,102420,-20,7,340,2.700000,273.250000,267.450000,65,25550,0,,,100,8,800,,,,98290,,,190,,,,,273.850000,,,4.300000,5.300000,-10,0,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,8,,930,,,,,,,,,,
7471,20230301000000,,-40,6,0,0.000000,269.550000,267.350000,85,19050,0,,,100,8,450,,,,92200,92500,807,150,,,,,270.850000,,,0.600000,1.600000,-10,13,0.000000,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,8,,480,,,,,,,,,,
7481,20230301000000,102300,30,3,350,4.000000,273.050000,268.950000,74,16000,1,2,2,75,6,,35,20,10,99290,,,230,,,,,,,,5.000000,7.200000,-10,0,0.000000,0.000000,-60,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,6,6,1050,,,,,,,,,,
7510,20230301000000,102420,-70,8,320,1.900000,275.050000,267.650000,58,43240,0,,,100,8,1750,,,,101810,,,80,,,,,274.050000,,,2.900000,2.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1800,,,,,,,,,,
7535,20230301000000,102340,-40,6,270,1.000000,273.250000,267.450000,65,20000,0,,,100,8,1750,,,,99070,,,190,,,,,275.550000,,,1.500000,2.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1620,,,,,,,,,,
7558,20230301000000,102150,-30,6,320,2.700000,271.650000,267.750000,75,20000,0,,,,,,,,,93480,,,190,,,,,273.250000,,,4.300000,4.800000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7577,20230301000000,101970,-10,5,20,7.100000,277.250000,269.950000,59,20000,0,,,,,,,,,101050,,,180,,,,,275.750000,,,12.300000,13.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7591,20230301000000,,20,8,70,9.700000,279.250000,266.650000,40,,,,,,,,,,,91350,,,30,,274.950000,,281.450000,,,,,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7607,20230301000000,102420,-60,6,280,0.700000,273.150000,267.950000,68,55640,0,,,100,8,1750,,,,101670,,,90,,,,,270.650000,,,1.100000,1.200000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1920,,,,,,,,,,
7621,20230301000000,102400,-40,8,280,2.900000,274.050000,268.650000,67,26740,0,,,100,7,1250,,,,97890,,,60,,,,,275.050000,,,4.500000,5.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,3,,1200,7,,1440,8,,1620,,,,
7627,20230301000000,102370,-30,7,300,2.700000,273.650000,268.650000,69,20000,0,,,100,8,1750,,,,97240,,,90,,,,,274.950000,,,4.400000,5.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1680,,,,,,,,,,
7630,20230301000000,102370,-30,6,300,1.400000,273.050000,267.450000,66,22510,0,,,,5,1750,,,,100470,,,190,,,,,273.250000,,,2.200000,3.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,,1500,5,,1860,,,,,,,
7643,20230301000000,101860,-40,8,300,4.000000,278.650000,271.250000,59,34180,0,,,90,7,3480,,,,101760,,,260,,,,,277.950000,,,5.900000,5.900000,-10,,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,7,,3480,,,,,,,,,,
7650,20230301000000,101650,0,0,310,5.300000,277.450000,271.450000,65,19590,0,,,100,8,4140,,,,101250,,,220,,,,,276.150000,,,6.300000,7.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,2.400000,,,,,3,,4140,8,,4680,,,,,,,
7661,20230301000000,,,,20,2.300000,,,,,,,,,,,,,,,,,,,,,,,,,3.300000,5.300000,-10,,,,,,,,,,,,,,,,,,,,,,,,,,
7690,20230301000000,101350,-40,8,320,5.300000,282.350000,271.350000,46,50000,1,2,2,75,5,,30,27,12,101030,,,-90,,,,,280.350000,,,7.000000,8.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,5,3,3000,3,3,4400,6,0,7000,,,,
7747,20230301000000,101990,10,3,320,3.900000,277.750000,265.650000,41,57660,0,,,100,8,3180,,,,101440,,,270,,,,,277.650000,,,7.100000,12.000000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,3180,,,,,,,,,,
7761,20230301000000,100910,40,3,20,1.600000,281.550000,280.450000,93,19730,0,,,100,8,1750,,,,100800,,,-310,,,,,280.350000,,,3.300000,3.700000,-10,,0.000000,,,-0.100000,-0.100000,0.400000,0.400000,1.600000,,,,,7,,1860,8,,2640,,9,,,,,
7790,20230301000000,101260,-20,5,40,5.800000,281.950000,280.350000,90,5250,63,,,100,8,450,,,,101110,,,-130,,,,,282.250000,,,8.600000,12.200000,-10,,0.000000,,,,,,,,,,,,5,,420,5,,630,7,,810,,9,,
61968,20230301000000,101180,120,6,110,1.900000,298.750000,296.650000,88,,,,,,,,,,,101130,,,-120,,298.050000,,305.450000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20230301000000,101000,140,8,,,301.650000,298.450000,83,,,,,,,,,,,100930,,,-230,,299.550000,,303.950000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61980,20230301000000,101400,-160,7,110,4.200000,297.550000,292.650000,74,51930,0,,,,0,,,,,101250,,,-90,,,,,,,,6.700000,6.700000,-10,,,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
61996,20230301000000,102170,80,3,150,7.900000,289.250000,288.450000,95,,,,,,,,,,,101820,,,170,,289.250000,,297.350000,,,,,,,,,,,2.400000,5.400000,6.200000,6.200000,6.200000,,,,,,,,,,,,,,,,,
61997,20230301000000,100090,70,8,320,11.600000,286.650000,285.550000,93,,,,,,,,,,,98380,,,-590,,284.150000,,287.050000,,,,,,,,,,,1.600000,3.200000,3.800000,4.200000,24.800000,,,,,,,,,,,,,,,,,
61998,20230301000000,101600,-80,8,310,9.800000,282.750000,280.150000,84,,,,,,,,,,,101230,,,,,,,,,,,,15.900000,-10,,,,,0.000000,,0.000000,,,,,,,,,,,,,,,,,,,
67005,20230301000000,101190,-140,6,10,2.300000,300.450000,296.950000,81,20000,0,,,,0,,,,,101110,,,-130,,,,,,,,3.400000,4.000000,-10,,,,,0.000000,0.000000,0.000000,-0.100000,4.400000,,,,,,,,,,,,,,,,,
71805,20230301000000,102120,110,1,360,4.100000,265.250000,257.950000,56,60000,0,,,100,8,1250,,,,102030,,,930,,,,,272.250000,,,6.500000,7.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,,1170,8,,1380,,,,,,,
78890,20230301000000,101720,110,1,80,5.600000,298.450000,292.850000,71,,,,,,,,,,,101400,,,90,,296.250000,,302.250000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,
78894,20230301000000,101830,150,3,60,4.100000,297.450000,292.050000,72,,,,,,,,,,,101310,,,120,,295.650000,,302.350000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78897,20230301000000,101750,140,2,90,2.500000,297.050000,292.550000,76,37250,,,,,,,,,,101660,,,90,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.200000,1.000000,,,,,,,,,,,,,,,,,
78922,20230301000000,101720,80,3,100,5.000000,297.950000,293.650000,77,,,,,,,,,,,101270,,,70,,297.250000,,302.950000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
78925,20230301000000,101700,100,3,80,1.900000,296.750000,292.850000,79,60000,0,,,,0,,,,,101610,,,90,302.450000,,302.450000,,,,,3.000000,3.500000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.400000,,,,,,,,,,,,,,,,,
81401,20230301000000,101390,190,3,50,0.700000,297.650000,297.450000,99,,,,,,,,,,,101330,,,-10,,296.650000,,304.050000,,,,,,,,,,,1.000000,1.200000,4.300000,14.300000,70.500000,,,,,,,,,,,,,,,,,
81405,20230301000000,101370,150,3,70,1.300000,299.050000,297.850000,93,25540,0,,,100,7,450,,,,101280,,,-50,301.850000,,301.850000,,298.250000,,,2.100000,2.100000,-10,,,,,0.000000,0.400000,1.000000,11.500000,19.000000,,,,,6,,480,7,,690,7,,1470,,9,,
81408,20230301000000,101290,180,3,50,1.000000,298.850000,297.850000,94,,,,,,,,,,,101210,,,-20,,296.450000,,303.450000,,,,,,,,,,,0.600000,0.600000,0.600000,4.800000,5.400000,,,,,,,,,,,,,,,,,
81415,20230301000000,,,,80,1.000000,296.950000,296.250000,96,,,,,,,,,,,,,,,,296.850000,,304.350000,,,,,,,,,,,0.400000,4.200000,8.000000,10.200000,10.200000,,,,,,,,,,,,,,,,,
89642,20230301000000,97750,-80,6,130,24.200000,266.750000,266.050000,94,2000,71,7,3,90,7,800,35,61,60,97210,,,,264.750000,,268.450000,,,,,35.000000,35.000000,-60,,,,,,,,,,,,,,7,6,780,,,,,,,,,,
7005,20230301030000,102990,-80,8,20,2.800000,271.750000,268.050000,76,20000,0,,,,,,,,,102060,,,-50,,,,,270.150000,,,3.900000,4.900000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
7015,20230301030000,102950,-140,8,10,3.500000,272.750000,268.650000,74,21920,0,,,,0,,,,,102350,,,-70,,,,,272.650000,,,4.900000,5.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
7020,20230301030000,102970,-30,8,70,8.000000,278.350000,271.850000,63,12000,2,2,,90,7,800,35,,,102860,,,-60,,,,,,,,12.100000,12.400000,-10,,,,,0.000000,0.000000,0.000000,2.400000,3.600000,,,,,6,6,700,,,,,,,,,,
7027,20230301030000,102940,-70,8,30,2.200000,273.250000,268.950000,73,23570,0,,,,0,,,,,102080,,,-60,,,,,275.050000,,,3.900000,5.800000,-10,5,0.000000,,,0.000000,0.000000,0.000000,3.600000,4.400000,,,,,,,,,,,,,,,,,
7037,20230301030000,102910,-90,8,20,4.200000,271.450000,266.550000,69,24440,0,,,,2,7080,,,,100900,,,-50,,,,,274.350000,,,6.100000,6.300000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,2,,7080,,,,,,,,,,
7072,20230301030000,102690,-120,8,20,5.700000,271.950000,266.950000,69,20000,0,,,,0,,,,,101480,,,-70,,,,,271.050000,,,7.400000,8.600000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7110,20230301030000,102870,0,4,60,3.400000,274.350000,271.950000,84,8620,0,,,,0,,,,,101630,,,-190,,,,,272.850000,,,5.100000,10.400000,-10,5,0.000000,,,0.000000,0.200000,7.100000,7.300000,7.700000,,,,,,,,,,,,,,,,,
7117,20230301030000,102850,0,0,70,7.300000,276.850000,271.250000,67,,,,,,,,,,,102120,,,-170,,,,,,,,14.600000,15.000000,-10,,,,,0.000000,0.000000,3.900000,4.500000,4.900000,,,,,,,,,,,,,,,,,
7130,20230301030000,102800,0,0,30,2.900000,272.250000,269.750000,83,9550,0,,,,0,,,,,102330,,,-100,,,,,274.650000,,,4.500000,6.300000,-10,5,0.000000,,,0.000000,0.000000,0.000000,4.400000,4.400000,,,,,,,,,,,,,,,,,
7139,20230301030000,102810,-90,8,20,2.000000,270.450000,266.850000,76,20000,0,,,,0,,,,,100950,,,-80,,,,,274.950000,,,3.200000,3.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7149,20230301030000,102720,-70,8,30,4.700000,272.350000,266.750000,66,22800,2,0,0,0,0,,30,20,10,101570,,,-40,,,,,,,,6.400000,7.700000,-10,0,0.000000,0.000000,-30,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7168,20230301030000,102570,-130,8,310,4.900000,268.750000,266.450000,84,19830,0,,,,0,,,,,101050,,,-50,,,,,268.650000,,,6.000000,6.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7181,20230301030000,102550,-120,8,40,4.100000,271.150000,266.750000,72,20720,,,,,0,,,,,98150,,,-10,,,,,262.750000,,,6.000000,7.600000,-10,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7190,20230301030000,102530,-110,8,20,4.100000,271.550000,268.050000,77,15790,0,,,,0,,,,,100610,,,-10,,,,,268.850000,,,6.100000,6.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
7207,20230301030000,102670,10,3,60,7.000000,275.550000,272.250000,79,20000,1,2,,100,8,800,35,27,,102130,,,-200,,,,,,,,11.700000,14.400000,-10,0,,,,0.000000,0.000000,0.200000,0.400000,0.400000,,,,,1,6,800,2,3,2000,,,,,,,
7222,20230301030000,102570,-80,8,30,3.500000,274.150000,269.250000,70,22500,0,,,100,8,1250,,,,102240,,,-150,,,,,274.150000,,,6.500000,7.000000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1470,,,,,,,,,,
7240,20230301030000,102570,-70,8,20,2.300000,273.450000,268.050000,67,35460,0,,,100,8,3960,,,,101150,,,-60,,,,,274.350000,,,4.500000,5.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,3960,,,,,,,,,,
7255,20230301030000,102460,-130,8,20,1.600000,271.350000,267.650000,76,20000,0,,,,,,,,,100350,,,0,,,,,270.850000,,,3.000000,3.000000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7280,20230301030000,102320,-130,8,360,3.500000,270.850000,267.550000,78,11830,0,,,,0,,,,,99530,,,30,,,,,273.750000,,,5.300000,5.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7299,20230301030000,102460,-120,8,310,2.800000,268.450000,266.650000,87,8770,0,,,,0,,,,,98980,,,100,,,,,269.350000,,,3.300000,3.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.200000,,,,,,,,,,,,,,,,,
7314,20230301030000,102410,-100,8,50,7.000000,276.250000,269.650000,62,12000,3,2,,100,8,800,38,,,102120,,,-110,,,,,,,,10.300000,10.300000,-10,1,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,6,600,,,,,,,,,,
7335,20230301030000,102490,-80,8,360,2.000000,271.850000,269.350000,83,14880,0,,,100,8,2700,,,,100960,,,-30,,,,,275.550000,,,2.300000,2.700000,-10,0,0.000000,,,0.000000,-0.100000,-0.100000,-0.100000,-0.100000,,,,,1,,2700,8,,3600,,,,,,,
7434,20230301030000,102350,-110,8,30,2.300000,270.750000,267.750000,80,14450,0,,,90,7,3060,,,,97310,,,40,,,,,273.250000,,,3.600000,6.000000,-10,4,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,3060,,,,,,,,,,
7460,20230301030000,102330,-110,8,340,2.200000,271.650000,267.650000,74,20210,0,,,,1,800,,,,98180,,,90,,,,,272.250000,,,3.400000,4.400000,-10,0,0.000000,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,1,,780,,,,,,,,,,
7471,20230301030000,,-120,8,340,2.600000,269.950000,267.450000,83,17690,0,,,100,8,450,,,,92080,92500,797,70,,,,,270.850000,,,3.900000,4.400000,-10,13,0.000000,,,0.000000,0.000000,0.000000,-0.100000,-0.100000,,,,,8,,420,,,,,,,,,,
7481,20230301030000,102200,-120,8,320,1.100000,271.150000,268.150000,80,15000,3,1,1,60,0,,30,20,11,99170,,,90,,,,,,,,1.900000,3.500000,-10,0,0.000000,0.000000,-30,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,5,0,7300,,,,,,,,,,
7510,20230301030000,102300,-120,8,10,2.100000,274.350000,267.850000,62,30760,0,,,90,7,1750,,,,101690,,,-40,,,,,272.450000,,,2.700000,3.200000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,7,,1860,,,,,,,,,,
7535,20230301030000,102280,-90,8,140,1.500000,270.250000,267.750000,83,20000,0,,,,1,4020,,,,98980,,,80,,,,,273.850000,,,2.500000,2.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,1,,4020,,,,,,,,,,
7558,20230301030000,102040,-120,8,10,2.200000,270.950000,267.250000,76,20000,0,,,,,,,,,93360,,,50,,,,,272.850000,,,4.100000,4.100000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7577,20230301030000,101830,-140,6,30,7.600000,276.250000,270.550000,66,20000,0,,,,,,,,,100910,,,20,,,,,275.450000,,,10.900000,12.400000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7591,20230301030000,,90,8,70,8.200000,278.950000,267.350000,43,,,,,,,,,,,91260,,,-50,,275.350000,,281.450000,,,,,,,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7607,20230301030000,102290,-130,8,0,0.000000,272.650000,268.750000,75,51100,0,,,100,8,1750,,,,101540,,,-30,,,,,268.950000,,,0.000000,0.700000,-10,,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1680,,,,,,,,,,
7621,20230301030000,102280,-130,8,170,1.100000,273.250000,268.650000,71,26020,0,,,100,8,1750,,,,97760,,,-90,,,,,274.750000,,,1.900000,3.700000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1560,,,,,,,,,,
7627,20230301030000,102260,-110,8,290,2.100000,273.350000,268.750000,71,20000,0,,,100,8,1250,,,,97130,,,-80,,,,,274.950000,,,3.600000,5.500000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,8,,1290,,,,,,,,,,
7630,20230301030000,102260,-110,8,310,1.900000,271.750000,266.950000,70,20000,0,,,,0,,,,,100360,,,0,,,,,272.550000,,,2.400000,3.800000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7643,20230301030000,101730,-130,8,290,2.500000,276.750000,271.550000,69,31640,0,,,75,6,3480,,,,101630,,,110,,,,,276.350000,,,3.200000,3.200000,-10,,0.000000,,,0.000000,0.000000,-0.100000,-0.100000,-0.100000,,,,,3,,3480,6,,4980,,,,,,,
7650,20230301030000,101520,-130,8,330,3.700000,276.850000,271.850000,70,18190,0,,,100,8,3960,,,,101120,,,20,,,,,274.350000,,,6.100000,6.100000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.800000,,,,,1,,3960,8,,4560,,,,,,,
7661,20230301030000,,,,340,1.300000,,,,10000,2,2,,100,8,2250,30,27,,,,,,,,,,,,,1.700000,3.300000,-10,,,,,,,,,,,,,,8,3,2100,,,,,,,,,,
7690,20230301030000,101200,-150,8,330,4.300000,280.950000,271.450000,51,50000,2,2,2,90,4,,30,27,12,100880,,,-210,,,,,278.850000,,,5.900000,6.900000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,4,3,3000,6,0,7000,,,,,,,
7747,20230301030000,101830,-160,8,300,6.600000,276.650000,265.850000,45,51520,0,,,,0,,,,,101280,,,160,,,,,276.850000,,,11.300000,11.300000,-10,0,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
7761,20230301030000,100890,-20,8,60,0.900000,281.350000,280.250000,93,12440,61,,,100,6,1250,,,,100780,,,-220,,,,,280.350000,,,2.200000,3.200000,-10,,0.000000,,,-0.100000,0.600000,0.600000,1.000000,1.200000,,,,,6,,1470,8,,1680,,8,,,,,
7790,20230301030000,101120,-140,6,30,7.300000,281.650000,280.250000,91,3620,65,,,100,8,450,,,,100970,,,-230,,,,,282.050000,,,10.700000,11.700000,-10,,0.000000,,,,,,,,,,,,6,,390,7,,600,7,,870,,8,,
61968,20230301030000,101280,100,3,90,1.700000,299.250000,296.950000,87,,,,,,,,,,,101230,,,-120,,298.050000,,305.450000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61972,20230301030000,101020,20,3,,,301.550000,298.350000,83,,,,,,,,,,,100950,,,-320,,300.350000,,303.950000,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,
61980,20230301030000,101470,70,3,170,3.500000,298.450000,292.150000,68,53120,0,,,,0,,,,,101320,,,-110,,,,,,,,5.000000,5.900000,-10,,,,,0.000000,0.000000,0.000000,0.000000,-0.100000,,,,,,,,,,,,,,,,,
